System Timestamp,GPS Timestamp,Latitude,Longitude,Heading Angle,filename
07:35.1,22/09/2024 11:07,58.3913068,26.7240812,302.4111,8804
07:36.1,22/09/2024 11:07,58.3913316,26.7240082,303.06194,8828
07:37.1,22/09/2024 11:07,58.3913576,26.7239317,302.90518,8852
07:38.1,22/09/2024 11:07,58.3913837,26.7238539,302.42736,8876
07:39.1,22/09/2024 11:07,58.3914103,26.7237801,305.46246,8900
07:40.1,22/09/2024 11:07,58.3914395,26.7237067,308.14428,8924
07:41.1,22/09/2024 11:07,58.3914688,26.7236319,306.55842,8948
07:42.1,22/09/2024 11:07,58.3914981,26.7235519,304.49834,8972
07:43.1,22/09/2024 11:07,58.3915276,26.7234658,303.10516,8996
07:44.1,22/09/2024 11:07,58.3915575,26.7233773,302.94946,9020
07:45.1,22/09/2024 11:07,58.3915868,26.7232911,303.41908,9044
07:46.1,22/09/2024 11:07,58.3916154,26.7232079,303.31608,9068
07:47.1,22/09/2024 11:07,58.3916437,26.7231246,302.93168,9092
07:48.1,22/09/2024 11:07,58.3916714,26.7230427,302.91542,9116
07:49.1,22/09/2024 11:07,58.3916957,26.7229674,300.96642,9140
07:50.1,22/09/2024 11:07,58.3917186,26.7229041,306.10122,9164
07:51.1,22/09/2024 11:07,58.3917378,26.722852,305.00188,9188
07:52.1,22/09/2024 11:07,58.3917539,26.7228172,316.47098,9212
07:53.1,22/09/2024 11:07,58.3917702,26.7227874,316.41732,9236
07:54.1,22/09/2024 11:07,58.3917856,26.7227452,302.16464,9260
07:55.1,22/09/2024 11:07,58.3918025,26.7226943,301.76304,9284
07:56.1,22/09/2024 11:07,58.3918221,26.7226365,303.2088,9308
07:57.1,22/09/2024 11:07,58.3918448,26.7225706,303.43694,9332
07:58.1,22/09/2024 11:07,58.391871,26.7224931,302.36884,9356
07:59.1,22/09/2024 11:07,58.3919004,26.7224099,304.73206,9380
08:00.1,22/09/2024 11:08,58.3919303,26.7223268,304.26886,9404
08:01.1,22/09/2024 11:08,58.3919553,26.7222517,302.7663,9428
08:02.1,22/09/2024 11:08,58.3919789,26.7221828,303.48028,9452
08:03.1,22/09/2024 11:08,58.3920072,26.7221095,307.28996,9476
08:04.1,22/09/2024 11:08,58.3920375,26.72203,305.68798,9500
08:05.1,22/09/2024 11:08,58.3920638,26.7219512,301.53892,9524
08:06.1,22/09/2024 11:08,58.3920875,26.721883,303.50738,9548
08:07.1,22/09/2024 11:08,58.3921132,26.7218143,306.8804,9572
08:08.1,22/09/2024 11:08,58.3921417,26.7217405,306.7642,9596
08:09.1,22/09/2024 11:08,58.3921694,26.7216646,304.44422,9620
08:10.1,22/09/2024 11:08,58.3921975,26.7215911,306.34548,9644
08:11.1,22/09/2024 11:08,58.3922248,26.7215202,305.77926,9668
08:12.1,22/09/2024 11:08,58.3922506,26.7214489,304.6761,9692
08:13.1,22/09/2024 11:08,58.3922782,26.7213737,305.62196,9716
08:14.1,22/09/2024 11:08,58.392303,26.7212993,301.70314,9740
08:15.1,22/09/2024 11:08,58.3923236,26.7212312,299.78318,9764
08:16.1,22/09/2024 11:08,58.3923442,26.7211719,304.90528,9788
08:17.1,22/09/2024 11:08,58.3923601,26.7211253,299.78138,9812
08:18.1,22/09/2024 11:08,58.3923621,26.7210925,259.4526,9836
08:19.1,22/09/2024 11:08,58.392359,26.7210788,219.30248,9860
08:20.1,22/09/2024 11:08,58.3923582,26.7210759,257.82216,9884
08:21.1,22/09/2024 11:08,58.3923582,26.7210745,256.82216,9908
08:22.1,22/09/2024 11:08,58.3923585,26.7210732,255.82216,9932
08:23.1,22/09/2024 11:08,58.3923575,26.7210682,229.95332,9956
08:24.1,22/09/2024 11:08,58.3923477,26.7210494,220.54884,9980
08:25.1,22/09/2024 11:08,58.3923286,26.7210198,216.08522,10011
08:26.1,22/09/2024 11:08,58.3923072,26.7209829,223.0171,10033
08:27.1,22/09/2024 11:08,58.3922939,26.7209406,245.05744,10055
08:28.1,22/09/2024 11:08,58.3922872,26.7208988,254.48918,10077
08:29.1,22/09/2024 11:08,58.3922714,26.7208558,227.8349,10099
08:30.1,22/09/2024 11:08,58.3922437,26.7208091,219.12412,10120
08:31.1,22/09/2024 11:08,58.3922076,26.7207563,216.4862,10142
08:32.1,22/09/2024 11:08,58.3921672,26.7206957,218.34596,10164
08:33.1,22/09/2024 11:08,58.3921249,26.7206311,218.65234,10186
08:34.1,22/09/2024 11:08,58.3920824,26.7205631,219.44608,10208
08:35.1,22/09/2024 11:08,58.3920404,26.7204919,221.3699,10251
08:36.1,22/09/2024 11:08,58.3919972,26.7204225,218.202,10273
08:37.1,22/09/2024 11:08,58.3919536,26.7203572,217.3734,10295
08:38.1,22/09/2024 11:08,58.3919128,26.720295,218.19236,10317
08:39.1,22/09/2024 11:08,58.3918737,26.7202368,216.79996,10339
08:40.1,22/09/2024 11:08,58.3918314,26.7201786,214.74866,10360
08:41.1,22/09/2024 11:08,58.3917879,26.7201177,216.0403,10382
08:42.1,22/09/2024 11:08,58.3917435,26.7200554,216.46476,10404
08:43.1,22/09/2024 11:08,58.3916973,26.719993,214.62228,10426
08:44.1,22/09/2024 11:08,58.3916515,26.7199285,217.31964,10448
08:45.1,22/09/2024 11:08,58.391606,26.7198653,216.31032,10491
08:46.1,22/09/2024 11:08,58.3915651,26.7198076,216.41638,10513
08:47.1,22/09/2024 11:08,58.3915281,26.7197564,215.29294,10535
08:48.1,22/09/2024 11:08,58.3914949,26.7197136,213.1524,10557
08:49.1,22/09/2024 11:08,58.391461,26.7196829,201.54728,10579
08:50.1,22/09/2024 11:08,58.3914233,26.7196678,187.58934,10600
08:51.1,22/09/2024 11:08,58.3913872,26.7196724,170.1299,10622
08:52.1,22/09/2024 11:08,58.3913565,26.7197003,147.14688,10644
08:53.1,22/09/2024 11:08,58.3913291,26.7197476,134.10854,10666
08:54.1,22/09/2024 11:08,58.391302,26.7198033,132.25698,10688
08:55.1,22/09/2024 11:08,58.3912733,26.7198595,135.1937,10731
08:56.1,22/09/2024 11:08,58.3912451,26.7199189,131.29688,10753
08:57.1,22/09/2024 11:08,58.391218,26.7199812,128.76364,10775
08:58.1,22/09/2024 11:08,58.3911907,26.7200435,130.41876,10797
08:59.1,22/09/2024 11:08,58.3911645,26.7201022,130.23428,10819
09:00.1,22/09/2024 11:09,58.3911384,26.7201596,131.29794,10840
09:01.1,22/09/2024 11:09,58.3911127,26.7202156,131.56754,10862
09:02.1,22/09/2024 11:09,58.3910879,26.7202716,129.65236,10884
09:03.1,22/09/2024 11:09,58.3910631,26.7203311,127.93902,10906
09:04.1,22/09/2024 11:09,58.3910372,26.7203917,129.72426,10928
09:05.1,22/09/2024 11:09,58.3910096,26.7204526,131.38916,10971
09:06.1,22/09/2024 11:09,58.3909813,26.7205136,131.47378,10993
09:07.1,22/09/2024 11:09,58.3909512,26.7205752,133.66384,11015
09:08.1,22/09/2024 11:09,58.3909207,26.7206381,132.20434,11037
09:09.1,22/09/2024 11:09,58.3908911,26.720701,131.64068,11059
09:10.1,22/09/2024 11:09,58.3908636,26.7207608,131.13142,11080
09:11.1,22/09/2024 11:09,58.3908367,26.7208196,131.01172,11102
09:12.1,22/09/2024 11:09,58.3908101,26.7208801,129.35352,11124
09:13.1,22/09/2024 11:09,58.3907848,26.7209421,127.17362,11146
09:14.1,22/09/2024 11:09,58.3907575,26.7210022,132.39984,11168
09:15.1,22/09/2024 11:09,58.3907286,26.7210615,132.76586,11211
09:16.1,22/09/2024 11:09,58.3907007,26.7211218,130.68846,11233
09:17.1,22/09/2024 11:09,58.3906737,26.7211839,128.93564,11255
09:18.1,22/09/2024 11:09,58.3906457,26.7212469,130.8337,11277
09:19.1,22/09/2024 11:09,58.3906173,26.7213064,132.78074,11299
09:20.1,22/09/2024 11:09,58.390591,26.7213648,129.43908,11320
09:21.1,22/09/2024 11:09,58.3905666,26.7214238,127.65476,11342
09:22.1,22/09/2024 11:09,58.3905429,26.721482,128.27932,11364
09:23.1,22/09/2024 11:09,58.3905175,26.7215393,130.94608,11386
09:24.1,22/09/2024 11:09,58.3904911,26.7215961,131.57906,11408
09:25.1,22/09/2024 11:09,58.3904645,26.7216532,131.60482,11451
09:26.1,22/09/2024 11:09,58.3904364,26.7217119,132.70082,11473
09:27.1,22/09/2024 11:09,58.3904084,26.7217712,131.49748,11495
09:28.1,22/09/2024 11:09,58.3903813,26.7218323,129.54376,11517
09:29.1,22/09/2024 11:09,58.3903545,26.7218946,129.11872,11539
09:30.1,22/09/2024 11:09,58.3903277,26.7219569,129.34424,11560
09:31.1,22/09/2024 11:09,58.3902997,26.7220187,131.38468,11582
09:32.1,22/09/2024 11:09,58.3902708,26.722081,131.52268,11604
09:33.1,22/09/2024 11:09,58.3902391,26.7221417,136.06206,11626
09:34.1,22/09/2024 11:09,58.3902076,26.7222028,133.6955,11648
09:35.1,22/09/2024 11:09,58.3901795,26.7222674,127.95302,11691
09:36.1,22/09/2024 11:09,58.3901516,26.7223315,130.52876,11713
09:37.1,22/09/2024 11:09,58.3901244,26.7223937,129.42818,11735
09:38.1,22/09/2024 11:09,58.3900993,26.7224536,128.25682,11757
09:39.1,22/09/2024 11:09,58.3900768,26.7225068,128.92352,11779
09:40.1,22/09/2024 11:09,58.3900601,26.7225488,125.9097,11800
09:41.1,22/09/2024 11:09,58.3900491,26.7225785,125.5085,11822
09:42.1,22/09/2024 11:09,58.3900388,26.7226023,131.6681,11844
09:43.1,22/09/2024 11:09,58.3900255,26.7226307,131.32354,11866
09:44.1,22/09/2024 11:09,58.3900107,26.722667,126.2978,11888
09:45.1,22/09/2024 11:09,58.3899942,26.7227077,128.27708,11931
09:46.1,22/09/2024 11:09,58.3899755,26.7227456,135.24176,11953
09:47.1,22/09/2024 11:09,58.389954,26.7227881,133.4948,11975
09:48.1,22/09/2024 11:09,58.3899279,26.72284,133.613,11997
09:49.1,22/09/2024 11:09,58.3898988,26.7228999,131.85124,12019
09:50.1,22/09/2024 11:09,58.389869,26.7229606,133.03836,12040
09:51.1,22/09/2024 11:09,58.3898395,26.7230203,132.44182,12062
09:52.1,22/09/2024 11:09,58.3898109,26.7230824,130.48614,12084
09:53.1,22/09/2024 11:09,58.3897825,26.7231463,129.93542,12106
09:54.1,22/09/2024 11:09,58.3897498,26.7232177,131.27952,12128
09:55.1,22/09/2024 11:09,58.3897133,26.7232964,131.24716,12171
09:56.1,22/09/2024 11:09,58.3896758,26.7233803,129.63728,12193
09:57.1,22/09/2024 11:09,58.3896374,26.723466,130.6157,12215
09:58.1,22/09/2024 11:09,58.3895977,26.723552,131.44954,12237
09:59.1,22/09/2024 11:09,58.3895579,26.7236394,130.60688,12259
10:00.1,22/09/2024 11:10,58.3895188,26.7237264,130.35382,12280
10:01.1,22/09/2024 11:10,58.3894807,26.7238104,130.93932,12302
10:02.1,22/09/2024 11:10,58.3894441,26.7238897,131.3217,12324
10:03.1,22/09/2024 11:10,58.3894087,26.723964,132.43852,12346
10:04.1,22/09/2024 11:10,58.3893747,26.7240355,131.97472,12368
10:05.1,22/09/2024 11:10,58.3893421,26.7241054,131.27532,12411
10:06.1,22/09/2024 11:10,58.3893103,26.7241734,131.9445,12433
10:07.1,22/09/2024 11:10,58.3892773,26.7242425,132.35128,12455
10:08.1,22/09/2024 11:10,58.3892456,26.7243105,131.16152,12477
10:09.1,22/09/2024 11:10,58.3892162,26.7243758,130.07226,12499
10:10.1,22/09/2024 11:10,58.3891873,26.7244408,130.2272,12520
10:11.1,22/09/2024 11:10,58.3891549,26.7245129,130.2868,12542
10:12.1,22/09/2024 11:10,58.3891209,26.7245922,128.83816,12564
10:13.1,22/09/2024 11:10,58.3890857,26.7246747,129.32718,12586
10:14.1,22/09/2024 11:10,58.3890481,26.7247562,132.0873,12608
10:15.1,22/09/2024 11:10,58.3890101,26.7248388,131.1143,12651
10:16.1,22/09/2024 11:10,58.3889719,26.7249216,131.5781,12673
10:17.1,22/09/2024 11:10,58.3889334,26.725005,131.21756,12695
10:18.1,22/09/2024 11:10,58.3888952,26.7250871,131.91274,12717
10:19.1,22/09/2024 11:10,58.3888585,26.7251658,131.4976,12739
10:20.1,22/09/2024 11:10,58.388825,26.725239,131.1948,12760
10:21.1,22/09/2024 11:10,58.3887951,26.7253066,129.80608,12782
10:22.1,22/09/2024 11:10,58.3887702,26.7253619,131.36604,12804
10:23.1,22/09/2024 11:10,58.3887495,26.7253969,142.95406,12826
10:24.1,22/09/2024 11:10,58.3887327,26.7254022,188.9539,12848
10:25.1,22/09/2024 11:10,58.3887134,26.7253817,214.54536,12891
10:26.1,22/09/2024 11:10,58.3886913,26.7253489,218.83404,12913
10:27.1,22/09/2024 11:10,58.3886762,26.7253345,193.01324,12935
10:28.1,22/09/2024 11:10,58.3886672,26.7253349,167.0541,12957
10:29.1,22/09/2024 11:10,58.3886545,26.7253502,142.973,12979
10:30.1,22/09/2024 11:10,58.3886374,26.7253872,127.50126,13000
10:31.1,22/09/2024 11:10,58.3886111,26.7254349,138.82734,13022
10:32.1,22/09/2024 11:10,58.3885797,26.7254708,153.37914,13044
10:33.1,22/09/2024 11:10,58.3885489,26.7254878,168.41372,13066
10:34.1,22/09/2024 11:10,58.3885238,26.725492,178.32208,13088
10:35.1,22/09/2024 11:10,58.3884981,26.7254791,200.23326,13131
10:36.1,22/09/2024 11:10,58.3884676,26.7254427,215.76518,13153
10:37.1,22/09/2024 11:10,58.3884315,26.7253883,219.47096,13175
10:38.1,22/09/2024 11:10,58.3883919,26.7253254,219.86564,13197
10:39.1,22/09/2024 11:10,58.3883486,26.7252563,219.91568,13219
10:40.1,22/09/2024 11:10,58.3883031,26.7251819,220.97372,13240
10:41.1,22/09/2024 11:10,58.3882573,26.7251046,221.63764,13262
10:42.1,22/09/2024 11:10,58.3882109,26.7250287,220.26312,13284
10:43.1,22/09/2024 11:10,58.3881656,26.7249529,221.6472,13306
10:44.1,22/09/2024 11:10,58.3881218,26.7248769,222.51716,13328
10:45.1,22/09/2024 11:10,58.3880769,26.7248023,220.42352,13371
10:46.1,22/09/2024 11:10,58.3880318,26.7247292,220.3185,13393
10:47.1,22/09/2024 11:10,58.3879892,26.7246582,221.34662,13415
10:48.1,22/09/2024 11:10,58.3879499,26.724593,220.92562,13437
10:49.1,22/09/2024 11:10,58.3879147,26.7245338,221.6662,13459
10:50.1,22/09/2024 11:10,58.3878858,26.7244832,222.94696,13480
10:51.1,22/09/2024 11:10,58.3878627,26.7244357,229.41102,13502
10:52.1,22/09/2024 11:10,58.3878495,26.724376,255.09822,13524
10:53.1,22/09/2024 11:10,58.3878529,26.7243075,284.09976,13546
10:54.1,22/09/2024 11:10,58.3878734,26.7242445,309.24704,13568
10:55.1,22/09/2024 11:10,58.3879063,26.7241928,325.2149,13611
10:56.1,22/09/2024 11:10,58.3879455,26.7241427,326.6553,13633
10:57.1,22/09/2024 11:10,58.3879891,26.7240891,327.5199,13655
10:58.1,22/09/2024 11:10,58.3880349,26.7240366,329.41382,13677
10:59.1,22/09/2024 11:10,58.3880795,26.7239844,327.75702,13699
11:00.1,22/09/2024 11:11,58.3881247,26.7239325,329.24368,13720
11:01.1,22/09/2024 11:11,58.3881707,26.7238785,328.045,13742
11:02.1,22/09/2024 11:11,58.3882163,26.7238233,327.76338,13764
11:03.1,22/09/2024 11:11,58.3882621,26.7237693,328.84992,13786
11:04.1,22/09/2024 11:11,58.3883075,26.7237177,329.5765,13808
11:05.1,22/09/2024 11:11,58.3883478,26.723667,325.08674,13851
11:06.1,22/09/2024 11:11,58.3883784,26.7236172,316.88232,13873
11:07.1,22/09/2024 11:11,58.3884002,26.7235724,310.57256,13895
11:08.1,22/09/2024 11:11,58.3884182,26.7235345,312.63002,13917
11:09.1,22/09/2024 11:11,58.3884426,26.7234961,322.91622,13939
11:10.1,22/09/2024 11:11,58.3884736,26.7234463,319.03734,13960
11:11.1,22/09/2024 11:11,58.3885089,26.7233842,316.74286,13982
11:12.1,22/09/2024 11:11,58.3885453,26.7233111,312.28032,14004
11:13.1,22/09/2024 11:11,58.3885824,26.7232334,312.6142,14026
11:14.1,22/09/2024 11:11,58.3886196,26.7231645,317.8466,14048
11:15.1,22/09/2024 11:11,58.3886525,26.723109,319.04232,14091
11:16.1,22/09/2024 11:11,58.3886781,26.7230563,310.1239,14113
11:17.1,22/09/2024 11:11,58.3887049,26.7229972,311.4669,14135
11:18.1,22/09/2024 11:11,58.3887367,26.722928,311.3476,14157
11:19.1,22/09/2024 11:11,58.3887709,26.7228522,310.97952,14179
11:20.1,22/09/2024 11:11,58.3888054,26.7227724,309.40004,14200
11:21.1,22/09/2024 11:11,58.3888412,26.7226905,310.0813,14222
11:22.1,22/09/2024 11:11,58.3888774,26.7226062,309.07182,14244
11:23.1,22/09/2024 11:11,58.3889129,26.7225207,308.65596,14266
11:24.1,22/09/2024 11:11,58.3889489,26.722436,309.35612,14288
11:25.1,22/09/2024 11:11,58.388985,26.7223525,309.75684,14331
11:26.1,22/09/2024 11:11,58.3890211,26.7222703,310.50122,14353
11:27.1,22/09/2024 11:11,58.3890575,26.7221887,310.79702,14375
11:28.1,22/09/2024 11:11,58.3890941,26.7221077,311.19128,14397
11:29.1,22/09/2024 11:11,58.38913,26.7220279,310.7019,14419
11:30.1,22/09/2024 11:11,58.3891624,26.7219523,309.83968,14440
11:31.1,22/09/2024 11:11,58.389192,26.7218851,310.44282,14462
11:32.1,22/09/2024 11:11,58.3892187,26.7218312,314.62702,14484
11:33.1,22/09/2024 11:11,58.3892391,26.7217929,316.29404,14506
11:34.1,22/09/2024 11:11,58.3892563,26.7217564,310.74944,14528
11:35.1,22/09/2024 11:11,58.3892769,26.7217072,308.14642,14571
11:36.1,22/09/2024 11:11,58.389301,26.7216454,306.18586,14593
11:37.1,22/09/2024 11:11,58.389331,26.7215751,309.7561,14615
11:38.1,22/09/2024 11:11,58.3893649,26.7214991,310.17032,14637
11:39.1,22/09/2024 11:11,58.3894003,26.7214209,311.09086,14659
11:40.1,22/09/2024 11:11,58.389436,26.7213408,310.27088,14680
11:41.1,22/09/2024 11:11,58.3894724,26.7212586,310.13382,14702
11:42.1,22/09/2024 11:11,58.3895091,26.7211761,310.31866,14724
11:43.1,22/09/2024 11:11,58.3895456,26.7210934,309.70558,14746
11:44.1,22/09/2024 11:11,58.3895822,26.7210111,310.14176,14768
11:45.1,22/09/2024 11:11,58.3896182,26.7209291,309.41074,14811
11:46.1,22/09/2024 11:11,58.3896544,26.7208485,310.777,14833
11:47.1,22/09/2024 11:11,58.3896909,26.7207694,311.27964,14855
11:48.1,22/09/2024 11:11,58.3897274,26.720691,311.42318,14877
11:49.1,22/09/2024 11:11,58.3897631,26.7206113,309.8993,14899
11:50.1,22/09/2024 11:11,58.3897986,26.72053,309.55092,14920
11:51.1,22/09/2024 11:11,58.3898344,26.7204479,309.54264,14942
11:52.1,22/09/2024 11:11,58.3898707,26.7203653,309.88708,14964
11:53.1,22/09/2024 11:11,58.3899068,26.7202826,309.67658,14986
11:54.1,22/09/2024 11:11,58.3899429,26.7201997,309.61258,15008
11:55.1,22/09/2024 11:11,58.389979,26.7201163,309.53058,15051
11:56.1,22/09/2024 11:11,58.3900158,26.7200334,310.51802,15073
11:57.1,22/09/2024 11:11,58.3900525,26.7199499,309.78228,15095
11:58.1,22/09/2024 11:11,58.3900895,26.7198681,311.33202,15117
11:59.1,22/09/2024 11:11,58.3901272,26.7197887,312.53096,15139
12:00.1,22/09/2024 11:12,58.3901628,26.719707,308.60894,15160
12:01.1,22/09/2024 11:12,58.3901972,26.719625,308.731,15182
12:02.1,22/09/2024 11:12,58.3902325,26.7195448,310.63656,15204
12:03.1,22/09/2024 11:12,58.3902695,26.7194656,312.1879,15226
12:04.1,22/09/2024 11:12,58.3903065,26.7193853,310.90678,15248
12:05.1,22/09/2024 11:12,58.3903432,26.7193026,309.91396,15291
12:06.1,22/09/2024 11:12,58.3903809,26.7192201,311.68798,15313
12:07.1,22/09/2024 11:12,58.3904188,26.7191382,311.32958,15335
12:08.1,22/09/2024 11:12,58.3904559,26.7190547,309.70214,15357
12:09.1,22/09/2024 11:12,58.3904916,26.718972,309.30542,15379
12:10.1,22/09/2024 11:12,58.3905265,26.7188894,308.87772,15400
12:11.1,22/09/2024 11:12,58.3905602,26.7188095,308.8022,15422
12:12.1,22/09/2024 11:12,58.3905913,26.7187352,308.66054,15444
12:13.1,22/09/2024 11:12,58.3906208,26.7186701,312.09142,15466
12:14.1,22/09/2024 11:12,58.3906465,26.7186189,314.55718,15488
12:15.1,22/09/2024 11:12,58.3906648,26.7185822,312.83374,15531
12:16.1,22/09/2024 11:12,58.3906789,26.718547,305.06878,15553
12:17.1,22/09/2024 11:12,58.3906966,26.7185018,307.70322,15575
12:18.1,22/09/2024 11:12,58.3907207,26.7184465,310.55994,15597
12:19.1,22/09/2024 11:12,58.3907501,26.7183813,310.88046,15619
12:20.1,22/09/2024 11:12,58.390783,26.718308,310.55844,15640
12:21.1,22/09/2024 11:12,58.3908191,26.7182336,313.56404,15662
12:22.1,22/09/2024 11:12,58.3908549,26.7181573,311.12782,15684
12:23.1,22/09/2024 11:12,58.39089,26.7180799,310.9943,15706
12:24.1,22/09/2024 11:12,58.3909245,26.7180011,309.35014,15728
12:25.1,22/09/2024 11:12,58.3909592,26.7179208,309.54816,15771
12:26.1,22/09/2024 11:12,58.390995,26.7178403,310.5558,15793
12:27.1,22/09/2024 11:12,58.3910313,26.7177585,310.158,15815
12:28.1,22/09/2024 11:12,58.3910673,26.7176759,309.52846,15837
12:29.1,22/09/2024 11:12,58.391103,26.7175933,309.4134,15859
12:30.1,22/09/2024 11:12,58.3911393,26.7175115,310.76486,15880
12:31.1,22/09/2024 11:12,58.3911764,26.7174294,310.76486,15902
12:32.1,22/09/2024 11:12,58.3912132,26.7173473,310.43812,15924
12:33.1,22/09/2024 11:12,58.3912499,26.7172648,310.2862,15946
12:34.1,22/09/2024 11:12,58.3912869,26.7171818,310.46872,15968
12:35.1,22/09/2024 11:12,58.391324,26.7170994,310.77378,16011
12:36.1,22/09/2024 11:12,58.3913612,26.7170192,311.85818,16033
12:37.1,22/09/2024 11:12,58.3913967,26.7169455,313.0121,16055
12:38.1,22/09/2024 11:12,58.3914289,26.7168788,312.49192,16077
12:39.1,22/09/2024 11:12,58.391455,26.7168204,309.55772,16099
12:40.1,22/09/2024 11:12,58.3914725,26.7167688,299.77144,16120
12:41.1,22/09/2024 11:12,58.3914749,26.7167258,261.71952,16142
12:42.1,22/09/2024 11:12,58.3914619,26.7166865,230.11602,16164
12:43.1,22/09/2024 11:12,58.3914419,26.7166599,207.6469,16186
12:44.1,22/09/2024 11:12,58.3914165,26.7166568,174.5438,16208
12:45.1,22/09/2024 11:12,58.3913901,26.7166862,141.20066,16251
12:46.1,22/09/2024 11:12,58.3913636,26.7167408,130.01486,16273
12:47.1,22/09/2024 11:12,58.3913348,26.7168099,128.01594,16295
12:48.1,22/09/2024 11:12,58.3913027,26.7168853,129.4655,16317
12:49.1,22/09/2024 11:12,58.3912693,26.7169632,129.30278,16339
12:50.1,22/09/2024 11:12,58.3912345,26.7170415,130.5751,16360
12:51.1,22/09/2024 11:12,58.3911985,26.7171202,131.27442,16382
12:52.1,22/09/2024 11:12,58.3911622,26.7171998,130.78904,16404
12:53.1,22/09/2024 11:12,58.3911268,26.7172806,129.37956,16426
12:54.1,22/09/2024 11:12,58.3910917,26.7173624,129.31342,16448
12:55.1,22/09/2024 11:12,58.3910559,26.7174437,130.25232,16491
12:56.1,22/09/2024 11:12,58.3910206,26.7175218,130.7772,16513
12:57.1,22/09/2024 11:12,58.3909896,26.7175891,131.24754,16535
12:58.1,22/09/2024 11:12,58.390965,26.7176422,131.45676,16557
12:59.1,22/09/2024 11:12,58.3909417,26.7176926,131.4141,16579
13:00.1,22/09/2024 11:13,58.3909136,26.717751,132.40338,16600
13:01.1,22/09/2024 11:13,58.3908818,26.7178206,130.03474,16622
13:02.1,22/09/2024 11:13,58.3908487,26.7178979,128.64354,16644
13:03.1,22/09/2024 11:13,58.3908157,26.7179758,128.72464,16666
13:04.1,22/09/2024 11:13,58.3907834,26.7180507,129.43078,16688
13:05.1,22/09/2024 11:13,58.3907501,26.7181254,130.76778,16731
13:06.1,22/09/2024 11:13,58.3907188,26.7181954,129.99078,16753
13:07.1,22/09/2024 11:13,58.3906899,26.7182536,134.67218,16775
13:08.1,22/09/2024 11:13,58.3906629,26.7183021,137.30292,16797
13:09.1,22/09/2024 11:13,58.3906392,26.71835,131.51516,16819
13:10.1,22/09/2024 11:13,58.3906152,26.7184003,132.56646,16840
13:11.1,22/09/2024 11:13,58.3905869,26.7184607,131.38684,16862
13:12.1,22/09/2024 11:13,58.3905546,26.7185334,129.93834,16884
13:13.1,22/09/2024 11:13,58.39052,26.7186099,131.11642,16906
13:14.1,22/09/2024 11:13,58.3904838,26.7186878,131.86042,16928
13:15.1,22/09/2024 11:13,58.3904478,26.7187661,131.13112,16971
13:16.1,22/09/2024 11:13,58.3904119,26.7188469,129.7946,16993
13:17.1,22/09/2024 11:13,58.3903754,26.7189311,129.5924,17015
13:18.1,22/09/2024 11:13,58.3903386,26.7190154,129.95494,17037
13:19.1,22/09/2024 11:13,58.3903018,26.719099,129.93934,17059
13:20.1,22/09/2024 11:13,58.3902651,26.7191818,130.00508,17080
13:21.1,22/09/2024 11:13,58.3902291,26.7192651,129.13598,17102
13:22.1,22/09/2024 11:13,58.3901928,26.7193474,130.18656,17124
13:23.1,22/09/2024 11:13,58.3901576,26.7194252,130.86286,17146
13:24.1,22/09/2024 11:13,58.3901253,26.7194984,129.75194,17168
13:25.1,22/09/2024 11:13,58.3900931,26.7195735,128.9407,17211
13:26.1,22/09/2024 11:13,58.3900615,26.7196477,129.1396,17233
13:27.1,22/09/2024 11:13,58.3900321,26.7197167,128.98398,17255
13:28.1,22/09/2024 11:13,58.3900045,26.7197791,130.56158,17277
13:29.1,22/09/2024 11:13,58.3899784,26.7198355,132.01838,17299
13:30.1,22/09/2024 11:13,58.3899519,26.7198888,134.0004,17320
13:31.1,22/09/2024 11:13,58.3899279,26.7199362,134.022,17342
13:32.1,22/09/2024 11:13,58.3899071,26.7199769,134.62926,17364
13:33.1,22/09/2024 11:13,58.3898869,26.7200209,129.94902,17386
13:34.1,22/09/2024 11:13,58.3898665,26.7200749,124.18832,17408
13:35.1,22/09/2024 11:13,58.3898435,26.7201357,126.17022,17451
13:36.1,22/09/2024 11:13,58.3898168,26.7201996,129.59426,17473
13:37.1,22/09/2024 11:13,58.3897885,26.7202658,129.36924,17495
13:38.1,22/09/2024 11:13,58.3897603,26.7203308,129.84086,17517
13:39.1,22/09/2024 11:13,58.3897349,26.7203874,130.40492,17539
13:40.1,22/09/2024 11:13,58.3897132,26.7204341,131.5126,17560
13:41.1,22/09/2024 11:13,58.3896943,26.7204748,131.21888,17582
13:42.1,22/09/2024 11:13,58.3896731,26.7205179,133.29942,17604
13:43.1,22/09/2024 11:13,58.3896486,26.7205682,132.27108,17626
13:44.1,22/09/2024 11:13,58.3896221,26.720626,130.77648,17648
13:45.1,22/09/2024 11:13,58.3895951,26.7206878,129.00318,17691
13:46.1,22/09/2024 11:13,58.3895683,26.7207523,128.0329,17713
13:47.1,22/09/2024 11:13,58.3895409,26.7208172,129.18136,17735
13:48.1,22/09/2024 11:13,58.3895128,26.7208812,129.98906,17757
13:49.1,22/09/2024 11:13,58.3894843,26.720942,131.94106,17779
13:50.1,22/09/2024 11:13,58.3894554,26.7210021,132.7695,17800
13:51.1,22/09/2024 11:13,58.389426,26.721066,130.6207,17822
13:52.1,22/09/2024 11:13,58.3893971,26.7211307,130.28184,17844
13:53.1,22/09/2024 11:13,58.3893663,26.7211979,131.24342,17866
